"round_date","round_no","hole_no","shot_no","putt","completed","left_to_pin_before","left_to_pin_after","penalty","player_name","name","course_id","start_tee","score","par","yards","lie_after","lie_before","club","direction"
2016-09-16,2,6,1,NA,TRUE,14832,5292,NA,"David Horsey","Italian Open",12,1,4,4,422,"Fairway","Tee","driver","center"
2016-09-16,2,6,2,NA,TRUE,5292,252,NA,"David Horsey","Italian Open",12,1,4,4,422,"Green","Fairway","iron","center"
2016-09-16,2,6,3,TRUE,TRUE,252,12,NA,"David Horsey","Italian Open",12,1,4,4,422,"Green","Green","putter","right"
2016-09-16,2,6,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,422,"Hole","Green","putter","center"
2016-09-16,2,5,1,NA,TRUE,15012,6372,NA,"David Horsey","Italian Open",12,1,3,4,427,"Fairway","Tee","hybrid","center"
2016-09-16,2,5,2,NA,TRUE,6372,216,NA,"David Horsey","Italian Open",12,1,3,4,427,"Green","Fairway","iron","center"
2016-09-16,2,5,3,TRUE,TRUE,216,1,NA,"David Horsey","Italian Open",12,1,3,4,427,"Hole","Green","putter","center"
2016-09-16,2,11,1,NA,TRUE,14724,4608,NA,"David Horsey","Italian Open",12,1,4,4,414,"Fairway","Tee","driver","center"
2016-09-16,2,11,2,NA,TRUE,4608,132,NA,"David Horsey","Italian Open",12,1,4,4,414,"Green","Fairway","iron","center"
2016-09-16,2,11,3,TRUE,TRUE,132,12,NA,"David Horsey","Italian Open",12,1,4,4,414,"Green","Green","putter","left"
2016-09-16,2,11,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,414,"Hole","Green","putter","center"
2016-09-16,2,10,1,NA,TRUE,7236,540,NA,"David Horsey","Italian Open",12,1,3,3,221,"Green","Tee","iron","center"
2016-09-16,2,10,2,TRUE,TRUE,540,24,NA,"David Horsey","Italian Open",12,1,3,3,221,"Green","Green","putter","left"
2016-09-16,2,10,3,TRUE,TRUE,24,1,NA,"David Horsey","Italian Open",12,1,3,3,221,"Hole","Green","putter","center"
2016-09-16,2,7,1,NA,TRUE,7236,432,NA,"David Horsey","Italian Open",12,1,3,3,203,"Intermediate Rough","Tee","iron","left"
2016-09-16,2,7,2,FALSE,TRUE,432,24,NA,"David Horsey","Italian Open",12,1,3,3,203,"Green","Intermediate Rough","wedge","center"
2016-09-16,2,7,3,TRUE,TRUE,24,1,NA,"David Horsey","Italian Open",12,1,3,3,203,"Hole","Green","putter","center"
2016-09-16,2,14,1,NA,TRUE,15984,7164,NA,"David Horsey","Italian Open",12,1,5,5,503,"Fairway","Tee","driver","center"
2016-09-16,2,14,2,NA,TRUE,7164,540,NA,"David Horsey","Italian Open",12,1,5,5,503,"Intermediate Rough","Fairway","iron","center"
2016-09-16,2,14,3,FALSE,TRUE,540,84,NA,"David Horsey","Italian Open",12,1,5,5,503,"Green","Intermediate Rough","wedge","center"
2016-09-16,2,14,4,TRUE,TRUE,84,12,NA,"David Horsey","Italian Open",12,1,5,5,503,"Green","Green","putter","right"
2016-09-16,2,14,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,5,503,"Hole","Green","putter","center"
2016-09-16,2,8,1,NA,TRUE,14400,6084,NA,"David Horsey","Italian Open",12,1,3,4,404,"Fairway","Tee","hybrid","center"
2016-09-16,2,8,2,NA,TRUE,6084,204,NA,"David Horsey","Italian Open",12,1,3,4,404,"Green","Fairway","iron","center"
2016-09-16,2,8,3,TRUE,TRUE,204,1,NA,"David Horsey","Italian Open",12,1,3,4,404,"Hole","Green","putter","center"
2016-09-16,2,12,1,NA,TRUE,5436,396,NA,"David Horsey","Italian Open",12,1,3,3,166,"Green","Tee","iron","center"
2016-09-16,2,12,2,TRUE,TRUE,396,12,NA,"David Horsey","Italian Open",12,1,3,3,166,"Green","Green","putter","short"
2016-09-16,2,12,3,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,3,3,166,"Hole","Green","putter","center"
2016-09-16,2,13,1,NA,TRUE,16344,7452,NA,"David Horsey","Italian Open",12,1,5,4,459,"Fairway","Tee","fw wood","center"
2016-09-16,2,13,2,NA,TRUE,7452,1152,NA,"David Horsey","Italian Open",12,1,5,4,459,"Fairway","Fairway","iron","center"
2016-09-16,2,13,3,FALSE,TRUE,1152,180,NA,"David Horsey","Italian Open",12,1,5,4,459,"Green","Fairway","wedge","short"
2016-09-16,2,13,4,TRUE,TRUE,180,12,NA,"David Horsey","Italian Open",12,1,5,4,459,"Green","Green","putter","center"
2016-09-16,2,13,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,4,459,"Hole","Green","putter","center"
2016-09-16,2,16,1,NA,TRUE,17100,6912,NA,"David Horsey","Italian Open",12,1,3,4,489,"Fairway","Tee","driver","center"
2016-09-16,2,16,2,FALSE,TRUE,6912,240,NA,"David Horsey","Italian Open",12,1,3,4,489,"Green","Fairway","iron","center"
2016-09-16,2,16,3,TRUE,TRUE,240,1,NA,"David Horsey","Italian Open",12,1,3,4,489,"Hole","Green","putter","center"
2016-09-16,2,15,1,NA,TRUE,16524,6372,NA,"David Horsey","Italian Open",12,1,4,4,464,"Rough","Tee","driver","right"
2016-09-16,2,15,2,FALSE,TRUE,6372,720,NA,"David Horsey","Italian Open",12,1,4,4,464,"Green","Rough","iron","center"
2016-09-16,2,15,3,TRUE,TRUE,720,96,NA,"David Horsey","Italian Open",12,1,4,4,464,"Green","Green","putter","short"
2016-09-16,2,15,4,TRUE,TRUE,96,1,NA,"David Horsey","Italian Open",12,1,4,4,464,"Hole","Green","putter","center"
2016-09-16,2,17,1,NA,TRUE,13932,5076,NA,"David Horsey","Italian Open",12,1,4,4,387,"Fairway","Tee","hybrid","center"
2016-09-16,2,17,2,NA,TRUE,5076,132,NA,"David Horsey","Italian Open",12,1,4,4,387,"Green","Fairway","iron","center"
2016-09-16,2,17,3,TRUE,TRUE,132,12,NA,"David Horsey","Italian Open",12,1,4,4,387,"Green","Green","putter","right"
2016-09-16,2,17,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,387,"Hole","Green","putter","center"
2016-09-16,2,18,1,NA,TRUE,16236,6480,NA,"David Horsey","Italian Open",12,1,4,4,467,"Intermediate Rough","Tee","driver","left"
2016-09-16,2,18,2,FALSE,TRUE,6480,504,NA,"David Horsey","Italian Open",12,1,4,4,467,"Rough","Intermediate Rough","iron","right"
2016-09-16,2,18,3,FALSE,TRUE,504,60,NA,"David Horsey","Italian Open",12,1,4,4,467,"Green","Rough","wedge","center"
2016-09-16,2,18,4,TRUE,TRUE,60,1,NA,"David Horsey","Italian Open",12,1,4,4,467,"Hole","Green","putter","center"
2016-09-17,3,1,1,NA,TRUE,19836,10548,NA,"David Horsey","Italian Open",12,1,4,5,556,"Fairway","Tee","driver","center"
2016-09-17,3,1,2,NA,TRUE,10548,2448,NA,"David Horsey","Italian Open",12,1,4,5,556,"Fairway","Fairway","hybrid","center"
2016-09-17,3,1,3,FALSE,TRUE,2448,180,NA,"David Horsey","Italian Open",12,1,4,5,556,"Green Fringe","Fairway","wedge","center"
2016-09-17,3,1,4,FALSE,TRUE,180,1,NA,"David Horsey","Italian Open",12,1,4,5,556,"Hole","Green Fringe","putter","center"
2016-09-17,3,6,1,NA,TRUE,14940,5400,NA,"David Horsey","Italian Open",12,1,4,4,422,"Fairway","Tee","driver","center"
2016-09-17,3,6,2,NA,TRUE,5400,180,NA,"David Horsey","Italian Open",12,1,4,4,422,"Green","Fairway","iron","center"
2016-09-17,3,6,3,TRUE,TRUE,180,36,NA,"David Horsey","Italian Open",12,1,4,4,422,"Green","Green","putter","long right"
2016-09-17,3,6,4,TRUE,TRUE,36,1,NA,"David Horsey","Italian Open",12,1,4,4,422,"Hole","Green","putter","center"
2016-09-17,3,5,1,NA,TRUE,14940,6012,NA,"David Horsey","Italian Open",12,1,4,4,427,"Intermediate Rough","Tee","hybrid","right"
2016-09-17,3,5,2,FALSE,TRUE,6012,288,NA,"David Horsey","Italian Open",12,1,4,4,427,"Green","Intermediate Rough","iron","center"
2016-09-17,3,5,3,TRUE,TRUE,288,12,NA,"David Horsey","Italian Open",12,1,4,4,427,"Green","Green","putter","right"
2016-09-17,3,5,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,427,"Hole","Green","putter","center"
2016-09-17,3,7,1,NA,TRUE,6984,720,NA,"David Horsey","Italian Open",12,1,4,3,203,"Rough","Tee","iron","right"
2016-09-17,3,7,2,FALSE,TRUE,720,36,NA,"David Horsey","Italian Open",12,1,4,3,203,"Green","Rough","wedge","left"
2016-09-17,3,7,3,TRUE,TRUE,36,12,NA,"David Horsey","Italian Open",12,1,4,3,203,"Green","Green","putter","left"
2016-09-17,3,7,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,3,203,"Hole","Green","putter","center"
2016-09-17,3,8,1,NA,TRUE,14364,5472,NA,"David Horsey","Italian Open",12,1,4,4,404,"Fairway","Tee","hybrid","center"
2016-09-17,3,8,2,NA,TRUE,5472,216,NA,"David Horsey","Italian Open",12,1,4,4,404,"Green","Fairway","iron","center"
2016-09-17,3,8,3,TRUE,TRUE,216,24,NA,"David Horsey","Italian Open",12,1,4,4,404,"Green","Green","putter","long left"
2016-09-17,3,8,4,TRUE,TRUE,24,1,NA,"David Horsey","Italian Open",12,1,4,4,404,"Hole","Green","putter","center"
2016-09-17,3,17,1,NA,TRUE,13572,5436,NA,"David Horsey","Italian Open",12,1,4,4,387,"Fairway","Tee","hybrid","center"
2016-09-17,3,17,2,NA,TRUE,5436,396,NA,"David Horsey","Italian Open",12,1,4,4,387,"Green Fringe","Fairway","iron","center"
2016-09-17,3,17,3,FALSE,TRUE,396,12,NA,"David Horsey","Italian Open",12,1,4,4,387,"Green","Green Fringe","putter","left"
2016-09-17,3,17,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,387,"Hole","Green","putter","center"
2016-09-17,3,16,1,NA,TRUE,17280,8460,NA,"David Horsey","Italian Open",12,1,5,4,489,"Fairway Bunker","Tee","driver","left"
2016-09-17,3,16,2,FALSE,TRUE,8460,2124,NA,"David Horsey","Italian Open",12,1,5,4,489,"Rough","Fairway Bunker","iron","center"
2016-09-17,3,16,3,FALSE,TRUE,2124,240,NA,"David Horsey","Italian Open",12,1,5,4,489,"Green","Rough","wedge","center"
2016-09-17,3,16,4,TRUE,TRUE,240,12,NA,"David Horsey","Italian Open",12,1,5,4,489,"Green","Green","putter","right"
2016-09-17,3,16,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,4,489,"Hole","Green","putter","center"
2016-09-17,3,12,1,NA,TRUE,5544,156,NA,"David Horsey","Italian Open",12,1,2,3,166,"Green","Tee","iron","center"
2016-09-17,3,12,2,TRUE,TRUE,156,1,NA,"David Horsey","Italian Open",12,1,2,3,166,"Hole","Green","putter","center"
2016-09-17,3,9,1,NA,TRUE,19872,9720,NA,"David Horsey","Italian Open",12,1,5,5,564,"Intermediate Rough","Tee","driver","right"
2016-09-17,3,9,2,FALSE,TRUE,9720,3132,NA,"David Horsey","Italian Open",12,1,5,5,564,"Intermediate Rough","Intermediate Rough","iron","center"
2016-09-17,3,9,3,FALSE,TRUE,3132,540,NA,"David Horsey","Italian Open",12,1,5,5,564,"Green Fringe","Intermediate Rough","iron","center"
2016-09-17,3,9,4,FALSE,TRUE,540,24,NA,"David Horsey","Italian Open",12,1,5,5,564,"Green","Green Fringe","putter","short"
2016-09-17,3,9,5,TRUE,TRUE,24,1,NA,"David Horsey","Italian Open",12,1,5,5,564,"Hole","Green","putter","center"
2016-09-17,3,10,1,NA,TRUE,7812,288,NA,"David Horsey","Italian Open",12,1,2,3,221,"Intermediate Rough","Tee","iron","long"
2016-09-17,3,10,2,FALSE,TRUE,288,1,NA,"David Horsey","Italian Open",12,1,2,3,221,"Hole","Intermediate Rough","wedge","center"
2016-09-17,3,15,1,NA,TRUE,16488,7164,NA,"David Horsey","Italian Open",12,1,4,4,464,"Fairway","Tee","driver","center"
2016-09-17,3,15,2,NA,TRUE,7164,468,NA,"David Horsey","Italian Open",12,1,4,4,464,"Green","Fairway","iron","center"
2016-09-17,3,15,3,TRUE,TRUE,468,12,NA,"David Horsey","Italian Open",12,1,4,4,464,"Green","Green","putter","right"
2016-09-17,3,15,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,464,"Hole","Green","putter","center"
2016-09-17,3,14,1,NA,TRUE,17712,6912,NA,"David Horsey","Italian Open",12,1,4,5,503,"Intermediate Rough","Tee","driver","right"
2016-09-17,3,14,2,FALSE,TRUE,6912,252,NA,"David Horsey","Italian Open",12,1,4,5,503,"Green Fringe","Intermediate Rough","iron","center"
2016-09-17,3,14,3,FALSE,TRUE,252,12,NA,"David Horsey","Italian Open",12,1,4,5,503,"Green","Green Fringe","putter","center"
2016-09-17,3,14,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,5,503,"Hole","Green","putter","center"
2016-09-17,3,13,1,NA,TRUE,16236,6912,NA,"David Horsey","Italian Open",12,1,5,4,459,"Intermediate Rough","Tee","driver","long"
2016-09-17,3,13,2,FALSE,TRUE,6912,684,NA,"David Horsey","Italian Open",12,1,5,4,459,"Fairway","Intermediate Rough","iron","short"
2016-09-17,3,13,3,FALSE,TRUE,684,96,NA,"David Horsey","Italian Open",12,1,5,4,459,"Green","Fairway","wedge","center"
2016-09-17,3,13,4,TRUE,TRUE,96,12,NA,"David Horsey","Italian Open",12,1,5,4,459,"Green","Green","putter","left"
2016-09-17,3,13,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,4,459,"Hole","Green","putter","center"
2016-09-17,3,11,1,NA,TRUE,14724,4104,NA,"David Horsey","Italian Open",12,1,3,4,414,"Fairway","Tee","driver","center"
2016-09-17,3,11,2,NA,TRUE,4104,180,NA,"David Horsey","Italian Open",12,1,3,4,414,"Green","Fairway","wedge","center"
2016-09-17,3,11,3,TRUE,TRUE,180,1,NA,"David Horsey","Italian Open",12,1,3,4,414,"Hole","Green","putter","center"
2016-09-17,3,18,1,NA,TRUE,16488,6192,NA,"David Horsey","Italian Open",12,1,5,4,467,"Fairway","Tee","driver","center"
2016-09-17,3,18,2,NA,TRUE,6192,504,NA,"David Horsey","Italian Open",12,1,5,4,467,"Greenside Bunker","Fairway","iron","left"
2016-09-17,3,18,3,FALSE,TRUE,504,360,NA,"David Horsey","Italian Open",12,1,5,4,467,"Green","Greenside Bunker","wedge","center"
2016-09-17,3,18,4,TRUE,TRUE,360,24,NA,"David Horsey","Italian Open",12,1,5,4,467,"Green","Green","putter","long left"
2016-09-17,3,18,5,TRUE,TRUE,24,1,NA,"David Horsey","Italian Open",12,1,5,4,467,"Hole","Green","putter","center"
2016-09-18,4,1,1,NA,TRUE,19836,9756,NA,"David Horsey","Italian Open",12,1,5,5,556,"Fairway","Tee","driver","center"
2016-09-18,4,1,2,NA,TRUE,9756,2520,NA,"David Horsey","Italian Open",12,1,5,5,556,"Fairway","Fairway","iron","center"
2016-09-18,4,1,3,FALSE,TRUE,2520,96,NA,"David Horsey","Italian Open",12,1,5,5,556,"Green","Fairway","wedge","center"
2016-09-18,4,1,4,TRUE,TRUE,96,12,NA,"David Horsey","Italian Open",12,1,5,5,556,"Green","Green","putter","right"
2016-09-18,4,1,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,5,556,"Hole","Green","putter","center"
2016-09-18,4,2,1,NA,TRUE,15048,5436,NA,"David Horsey","Italian Open",12,1,4,4,424,"Rough","Tee","driver","right"
2016-09-18,4,2,2,FALSE,TRUE,5436,288,NA,"David Horsey","Italian Open",12,1,4,4,424,"Green","Rough","iron","center"
2016-09-18,4,10,3,TRUE,TRUE,60,1,NA,"David Horsey","Italian Open",12,1,3,3,221,"Hole","Green","putter","center"
2016-09-18,4,9,1,NA,TRUE,20124,10548,NA,"David Horsey","Italian Open",12,1,5,5,564,"Fairway","Tee","driver","center"
2016-09-18,4,9,2,FALSE,TRUE,10548,2808,NA,"David Horsey","Italian Open",12,1,5,5,564,"Fairway","Fairway","iron","center"
2016-09-18,4,9,3,FALSE,TRUE,2808,396,NA,"David Horsey","Italian Open",12,1,5,5,564,"Green","Fairway","wedge","center"
2016-09-18,4,9,4,TRUE,TRUE,396,12,NA,"David Horsey","Italian Open",12,1,5,5,564,"Green","Green","putter","long left"
2016-09-18,4,9,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,5,564,"Hole","Green","putter","center"
2016-09-18,4,6,1,NA,TRUE,15012,5976,NA,"David Horsey","Italian Open",12,1,5,4,422,"Fairway Bunker","Tee","driver","right"
2016-09-18,4,6,2,FALSE,TRUE,5976,3852,NA,"David Horsey","Italian Open",12,1,5,4,422,"Rough","Fairway Bunker","iron","short"
2016-09-18,4,6,3,FALSE,TRUE,3852,132,NA,"David Horsey","Italian Open",12,1,5,4,422,"Green","Rough","wedge","center"
2016-09-18,4,6,4,TRUE,TRUE,132,12,NA,"David Horsey","Italian Open",12,1,5,4,422,"Green","Green","putter","right"
2016-09-18,4,6,5,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,5,4,422,"Hole","Green","putter","center"
2016-09-18,4,3,1,NA,TRUE,7740,540,NA,"David Horsey","Italian Open",12,1,3,3,210,"Intermediate Rough","Tee","iron","left"
2016-09-18,4,3,2,FALSE,TRUE,540,12,NA,"David Horsey","Italian Open",12,1,3,3,210,"Green","Intermediate Rough","wedge","center"
2016-09-18,4,3,3,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,3,3,210,"Hole","Green","putter","center"
2016-09-18,4,8,1,NA,TRUE,14184,5328,NA,"David Horsey","Italian Open",12,1,4,4,404,"Fairway","Tee","driver","center"
2016-09-18,4,8,2,NA,TRUE,5328,108,NA,"David Horsey","Italian Open",12,1,4,4,404,"Green","Fairway","iron","center"
2016-09-18,4,8,3,TRUE,TRUE,108,12,NA,"David Horsey","Italian Open",12,1,4,4,404,"Green","Green","putter","long left"
2016-09-18,4,8,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,404,"Hole","Green","putter","center"
2016-09-18,4,7,1,NA,TRUE,7092,240,NA,"David Horsey","Italian Open",12,1,2,3,203,"Green","Tee","iron","center"
2016-09-18,4,7,2,TRUE,TRUE,240,1,NA,"David Horsey","Italian Open",12,1,2,3,203,"Hole","Green","putter","center"
2016-09-18,4,11,1,NA,TRUE,14652,4680,NA,"David Horsey","Italian Open",12,1,4,4,414,"Fairway","Tee","driver","center"
2016-09-18,4,11,2,NA,TRUE,4680,252,NA,"David Horsey","Italian Open",12,1,4,4,414,"Green Fringe","Fairway","iron","center"
2016-09-18,4,11,3,FALSE,TRUE,252,12,NA,"David Horsey","Italian Open",12,1,4,4,414,"Green","Green Fringe","putter","center"
2016-09-18,4,11,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,414,"Hole","Green","putter","center"
2016-09-18,4,5,1,NA,TRUE,14832,7848,NA,"David Horsey","Italian Open",12,1,4,4,427,"Fairway Bunker","Tee","driver","right"
2016-09-18,4,5,2,FALSE,TRUE,7848,2376,NA,"David Horsey","Italian Open",12,1,4,4,427,"Intermediate Rough","Fairway Bunker","iron","short left"
2016-09-18,4,5,3,FALSE,TRUE,2376,144,NA,"David Horsey","Italian Open",12,1,4,4,427,"Green","Intermediate Rough","wedge","center"
2016-09-18,4,5,4,TRUE,TRUE,144,1,NA,"David Horsey","Italian Open",12,1,4,4,427,"Hole","Green","putter","center"
2016-09-18,4,4,1,NA,TRUE,13356,4356,NA,"David Horsey","Italian Open",12,1,3,4,376,"Intermediate Rough","Tee","fw wood","left"
2016-09-18,4,4,2,FALSE,TRUE,4356,180,NA,"David Horsey","Italian Open",12,1,3,4,376,"Green","Intermediate Rough","wedge","center"
2016-09-18,4,4,3,TRUE,TRUE,180,1,NA,"David Horsey","Italian Open",12,1,3,4,376,"Hole","Green","putter","center"
2016-09-18,4,12,1,NA,TRUE,5220,132,NA,"David Horsey","Italian Open",12,1,3,3,166,"Green","Tee","iron","center"
2016-09-18,4,12,2,TRUE,TRUE,132,12,NA,"David Horsey","Italian Open",12,1,3,3,166,"Green","Green","putter","long right"
2016-09-18,4,12,3,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,3,3,166,"Hole","Green","putter","center"
2016-09-18,4,13,1,NA,TRUE,16200,6228,NA,"David Horsey","Italian Open",12,1,3,4,459,"Fairway","Tee","fw wood","center"
2016-09-18,4,13,2,NA,TRUE,6228,108,NA,"David Horsey","Italian Open",12,1,3,4,459,"Green","Fairway","iron","center"
2016-09-18,4,13,3,TRUE,TRUE,108,1,NA,"David Horsey","Italian Open",12,1,3,4,459,"Hole","Green","iron","center"
2016-09-18,4,15,1,NA,TRUE,16524,7380,NA,"David Horsey","Italian Open",12,1,4,4,464,"Rough","Tee","driver","left"
2016-09-18,4,15,2,FALSE,TRUE,7380,720,NA,"David Horsey","Italian Open",12,1,4,4,464,"Rough","Rough","iron","short right"
2016-09-18,4,15,3,FALSE,TRUE,720,12,NA,"David Horsey","Italian Open",12,1,4,4,464,"Green","Rough","wedge","center"
2016-09-18,4,15,4,TRUE,TRUE,12,1,NA,"David Horsey","Italian Open",12,1,4,4,464,"Hole","Green","putter","center"
2016-09-18,4,16,1,NA,TRUE,17352,7452,NA,"David Horsey","Italian Open",12,1,3,4,489,"Fairway","Tee","driver","center"
2016-09-18,4,16,2,FALSE,TRUE,7452,180,NA,"David Horsey","Italian Open",12,1,3,4,489,"Green","Fairway","iron","center"
2016-09-18,4,16,3,TRUE,TRUE,180,1,NA,"David Horsey","Italian Open",12,1,3,4,489,"Hole","Green","putter","center"
2016-09-18,4,17,1,NA,TRUE,13572,4356,NA,"David Horsey","Italian Open",12,1,3,4,387,"Fairway Bunker","Tee","fw wood","left"
2016-09-18,4,17,2,FALSE,TRUE,4356,144,NA,"David Horsey","Italian Open",12,1,3,4,387,"Green Fringe","Fairway Bunker","iron","center"
2016-09-18,4,17,3,FALSE,TRUE,144,1,NA,"David Horsey","Italian Open",12,1,3,4,387,"Hole","Green Fringe","putter","center"
2016-09-18,4,18,1,NA,TRUE,16560,6696,NA,"David Horsey","Italian Open",12,1,3,4,467,"Fairway","Tee","driver","center"
2016-09-18,4,18,2,NA,TRUE,6696,288,NA,"David Horsey","Italian Open",12,1,3,4,467,"Green","Fairway","iron","center"
2016-09-18,4,18,3,TRUE,TRUE,288,1,NA,"David Horsey","Italian Open",12,1,3,4,467,"Hole","Green","putter","center"
2016-09-22,1,8,5,TRUE,TRUE,36,1,NA,"David Horsey","Porsche European Open",13,1,5,5,578,"Hole","Green","putter","center"
2016-09-22,1,5,1,NA,TRUE,16560,6948,NA,"David Horsey","Porsche European Open",13,1,4,4,470,"Intermediate Rough","Tee","driver","left"
2016-09-22,1,5,2,FALSE,TRUE,6948,900,NA,"David Horsey","Porsche European Open",13,1,4,4,470,"Rough","Intermediate Rough","iron","right"
2016-09-22,1,5,3,FALSE,TRUE,900,12,NA,"David Horsey","Porsche European Open",13,1,4,4,470,"Green","Rough","wedge","center"
2016-09-22,1,5,4,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,4,4,470,"Hole","Green","putter","center"
2016-09-22,1,3,1,NA,TRUE,18900,9648,NA,"David Horsey","Porsche European Open",13,1,4,5,625,"Fairway","Tee","driver","center"
2016-09-22,1,3,2,NA,TRUE,9648,720,NA,"David Horsey","Porsche European Open",13,1,4,5,625,"Fairway","Fairway","fw wood","center"
2016-09-22,1,3,3,FALSE,TRUE,720,12,NA,"David Horsey","Porsche European Open",13,1,4,5,625,"Green","Fairway","wedge","center"
2016-09-22,1,3,4,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,4,5,625,"Hole","Green","putter","center"
2016-09-22,1,1,1,NA,TRUE,14904,5220,NA,"David Horsey","Porsche European Open",13,1,4,4,421,"Fairway","Tee","driver","center"
2016-09-22,1,1,2,NA,TRUE,5220,180,NA,"David Horsey","Porsche European Open",13,1,4,4,421,"Green","Fairway","iron","center"
2016-09-22,1,1,3,TRUE,TRUE,180,12,NA,"David Horsey","Porsche European Open",13,1,4,4,421,"Green","Green","putter","right"
2016-09-22,1,1,4,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,4,4,421,"Hole","Green","putter","center"
2016-09-22,1,7,1,NA,TRUE,7596,576,NA,"David Horsey","Porsche European Open",13,1,3,3,225,"Greenside Bunker","Tee","iron","left"
2016-09-22,1,7,2,FALSE,TRUE,576,36,NA,"David Horsey","Porsche European Open",13,1,3,3,225,"Green","Greenside Bunker","wedge","center"
2016-09-22,1,7,3,TRUE,TRUE,36,1,NA,"David Horsey","Porsche European Open",13,1,3,3,225,"Hole","Green","putter","center"
2016-09-22,1,4,1,NA,TRUE,8100,72,NA,"David Horsey","Porsche European Open",13,1,3,3,217,"Green","Tee","iron","center"
2016-09-22,1,4,2,TRUE,TRUE,72,12,NA,"David Horsey","Porsche European Open",13,1,3,3,217,"Green","Green","putter","right"
2016-09-22,1,4,3,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,3,3,217,"Hole","Green","putter","center"
2016-09-22,1,6,1,NA,TRUE,13500,4752,NA,"David Horsey","Porsche European Open",13,1,4,4,502,"Intermediate Rough","Tee","driver","left"
2016-09-22,1,6,2,FALSE,TRUE,4752,396,NA,"David Horsey","Porsche European Open",13,1,4,4,502,"Rough","Intermediate Rough","iron","long"
2016-09-22,1,6,3,FALSE,TRUE,396,84,NA,"David Horsey","Porsche European Open",13,1,4,4,502,"Green","Rough","wedge","center"
2016-09-22,1,6,4,TRUE,TRUE,84,1,NA,"David Horsey","Porsche European Open",13,1,4,4,502,"Hole","Green","putter","center"
2016-09-22,1,10,1,NA,TRUE,18360,8928,NA,"David Horsey","Porsche European Open",13,1,5,5,514,"Fairway","Tee","driver","center"
2016-09-22,1,10,2,NA,TRUE,8928,432,NA,"David Horsey","Porsche European Open",13,1,5,5,514,"Other","Fairway","fw wood","center"
2016-09-22,1,10,3,FALSE,TRUE,432,252,NA,"David Horsey","Porsche European Open",13,1,5,5,514,"Green","Other","wedge","center"
2016-09-22,1,10,4,TRUE,TRUE,252,12,NA,"David Horsey","Porsche European Open",13,1,5,5,514,"Green","Green","putter","left"
2016-09-22,1,10,5,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,5,5,514,"Hole","Green","putter","center"
2016-09-22,1,9,1,NA,TRUE,15192,5796,NA,"David Horsey","Porsche European Open",13,1,4,4,429,"Fairway","Tee","driver","center"
2016-09-22,1,9,2,NA,TRUE,5796,360,NA,"David Horsey","Porsche European Open",13,1,4,4,429,"Green","Fairway","iron","center"
2016-09-22,1,9,3,TRUE,TRUE,360,12,NA,"David Horsey","Porsche European Open",13,1,4,4,429,"Green","Green","putter","short"
2016-09-22,1,9,4,TRUE,TRUE,12,1,NA,"David Horsey","Porsche European Open",13,1,4,4,429,"Hole","Green","putter","center"
2016-09-22,1,11,1,NA,TRUE,13500,5220,NA,"David Horsey","Porsche European Open",13,1,3,4,378,"Fairway","Tee","fw wood","center"
2016-09-22,1,11,2,NA,TRUE,5220,120,NA,"David Horsey","Porsche European Open",13,1,3,4,378,"Green","Fairway","iron","center"
2016-09-22,1,11,3,TRUE,TRUE,120,1,NA,"David Horsey","Porsche European Open",13,1,3,4,378,"Hole","Green","putter","center"
2016-09-22,1,12,1,NA,TRUE,20016,8820,NA,"David Horsey","Porsche European Open",13,1,5,5,566,"Rough","Tee","driver","left"
